科修达有限公司,万科企业股份有限公司
辽宁省国有资产经营有限公司,辽宁成大股份有限公司
辽宁省国有资产经营有限公司,辽宁成大股份有限公司
华域汽车系统股份有限公司,上海汽车集团股份有限公司
西藏中茵矿业投资有限公司,闻泰科技股份有限公司
上海实业发展股份有限公司,上海上实龙创智慧能源科技股份有限公司
上海实业发展股份有限公司,上实丰泽置业有限公司
九州通,江中药业股份有限公司
九州通,江中药业股份有限公司
九州通医药集团股份有限公司,江中药业股份有限公司
天津天海投资发展股份有限公司,上海尚融供应链管理有限公司
厦门国贸集团股份有限公司,厦门国贸控股有限公司
厦门国贸集团股份有限公司,厦门国贸控股有限公司
浪潮软件股份有限公司,浪潮信息
洲际油气股份有限公司,广西正和实业集团有限公司
洲际油气股份有限公司,上海泷洲鑫科能源投资有限公司
通策医疗投资股份有限公司,浙江存济医疗教育基金会
中国电子信息产业集团有限公司,中电广通
江苏综艺股份有限公司,堆龙中星微管理咨询有限公司
新余钢铁股份有限公司,新余钢铁集团有限公司
新余钢铁集团有限公司,新余钢铁股份有限公司
中储发展股份有限公司,中国物资储运总公司
浙江中国轻纺城集团股份有限公司,浙江中国轻纺城网络有限公司
云煤能源,昆明钢铁控股有限公司
国电电力发展股份有限公司,中国国电集团公司大武口发电厂
杭州桢翔投资管理有限公司,浙大网新科技股份有限公司
杭州网新准乾资产管理有限公司,浙大网新科技股份有限公司
浙大网新科技股份有限公司,浙江浙大网新集团有限公司
杭州成尚科技有限公司,浙大网新科技股份有限公司
北京宏峰富源投资有限公司,浙大网新科技股份有限公司
浙大网新科技股份有限公司,宏峰富源
启迪科技服务有限公司,沈机集团昆明机床股份有限公司
中国平煤神马能源化工集团有限责任公司,神马实业股份有限公司
东方集团股份有限公司,西藏同达投资有限公司
东方集团实业股份有限公司,东方集团
安信信托股份有限公司,上海国正投资管理有限公司
上海国之杰投资发展有限公司,安信信托股份有限公司
上海国之杰投资发展有限公司,安信信托股份有限公司
安信信托股份有限公司,上海国正投资管理有限公司
安信信托股份有限公司,上海国正投资管理有限公司
上海世茂股份有限公司,上海世茂建设有限公司
上海新华传媒股份有限公司,上海新华发行集团有限公司
上海新华传媒股份有限公司,上海明歆投资发展中心（有限合伙）
百联集团有限公司,上海百联集团股份有限公司
百联集团有限公司,上海百联集团股份有限公司
陕西广电网络传媒(集团)股份有限公司,陕西省广播电视信息网络股份有限公司
上海申通地铁股份有限公司,上海地铁资产投资管理有限公司
龙建路桥股份有限公司,黑龙江省公路桥梁建设集团有限公司
通化东宝药业股份有限公司,华广生技股份有限公司
东宝实业集团有限公司,通化东宝药业股份有限公司
东宝实业集团有限公司,通化东宝药业股份有限公司
杨国立,广东梅雁吉祥水电股份有限公司
广东客都房地产开发有限公司,广东梅雁吉祥水电股份有限公司
王春芳,厦门华侨电子股份有限公司
吉林金塔投资股份有限公司,吉林亚泰(集团)股份有限公司
雅砻江水电凉山有限公司,国投电力控股股份有限公司
国投资产管理公司,国投电力控股股份有限公司
南京新工投资集团有限责任公司,南京化纤股份有限公司
颐和黄金制品有限公司,哈尔滨秋林集团股份有限公司
周镇科,大晟时代文化投资股份有限公司
周镇科,大晟时代文化投资股份有限公司
周镇科,大晟时代文化投资股份有限公司
周镇科,大晟时代文化投资股份有限公司
中远海远（广州）有限公司,览海医疗产业投资股份有限公司
中国海运（集团）总公司,览海医疗产业投资股份有限公司
重庆燃气集团股份有限公司,全资子公司重庆合川燃气有限责任公司
山东滨州渤海活塞股份有限公司,北京新能源汽车股份有限公司
山东滨州渤海活塞股份有限公司,北京海纳川汽车部件股份有限公司
刘建国,岳阳林纸股份有限公司
岳阳林纸股份有限公司,中冶美利浆纸有限公司
岳阳林纸股份有限公司,泰格林纸集团股份有限公司
江苏汇鸿国际集团股份有限公司,江苏苏汇资产管理有限公司
陕西建设机械股份有限公司,王改霞
陕西建设机械股份有限公司,柴昭一
安徽四创电子股份有限公司,华东电子工程研究所
马应龙药业集团股份有限公司,湖北高投鑫龙投资管理有限公司
中国宝安集团资产管理有限公司,马应龙药业集团股份有限公司
唐山港集团股份有限公司,唐山港口实业集团有限公司
大同煤矿集团外经贸有限责任公司,大同煤业股份有限公司
大同煤矿集团外经贸有限责任公司,大同煤业股份有限公司
晋亿实业股份有限公司,晋亿物流有限公司
大秦铁路股份有限公司,太原铁路局
金陵饭店股份有限公司,南京金陵饭店集团有限公司
金陵饭店股份有限公司,南京世界贸易中心有限责任公司
陕西黄河矿业（集团）有限责任公司,陕西黑猫焦化股份有限公司
中节能风力发电股份有限公司,中国节能环保集团公司
中节能风力发电股份有限公司,中国节能环保集团公司
中国航空集团公司,中国国际航空股份有限公司
三江购物俱乐部股份有限公司,上海和安投资管理有限公司
重庆水务集团股份有限公司,重庆中法供水有限公司
杭州市萧山区国有资产经营总公司,杭州前进齿轮箱集团股份有限公司
中国铁建股份有限公司,中国铁道建筑总公司
江苏吉鑫风能科技股份有限公司,包士金
广州汽车集团股份有限公司,广汽日野汽车有限公司
百隆东方股份有限公司,宁波江东百隆房地产有限公司
百隆东方股份有限公司,宁波百隆贸易有限公司
中国铁路工程总公司,中国中铁股份有限公司
中国中车集团公司,中国中车股份有限公司
中国中车集团公司,中国中车股份有限公司
力帆实业(集团)股份有限公司,陈卫
力帆股份,陈卫
力帆股份,陈卫
力帆实业(集团)股份有限公司,陈卫
力帆股份,陈卫
力帆实业(集团)股份有限公司,陈卫
北京中交招银路桥基金合伙企业,中国交通建设股份有限公司
北京中交招银路桥基金合伙企业,中国交通建设股份有限公司
第一期员工持股计划,紫金矿业集团股份有限公司
江苏凤凰出版传媒股份有限公司,江苏凤凰出版传媒集团有限公司
中国大唐集团核电有限公司,大唐国际发电股份有限公司
同煤大唐塔山第二发电有限责任公司,大唐国际发电股份有限公司
福建宁德核电有限公司,大唐国际发电股份有限公司
河北蔚州能源综合开发有限公司,大唐国际发电股份有限公司
华北电力科学院有限责任公司,大唐国际发电股份有限公司
大唐西藏波堆水电开发有限公司,大唐国际发电股份有限公司
中国大唐集团财务有限公司,大唐国际发电股份有限公司
中国大唐集团财务有限公司,大唐国际发电股份有限公司
刘振光,上海龙宇燃油股份有限公司
周伟成,喜临门家具股份有限公司
靳晓堂,上海北特科技股份有限公司
靳晓堂,上海北特科技股份有限公司
张德华,山东华鹏玻璃股份有限公司
张德华,山东华鹏玻璃股份有限公司
江苏盛和投资有限公司,南京音飞储存设备(集团)股份有限公司
陈邦锐,浙江天成自控股份有限公司
上海沪瑞实业有限公司,江苏万林现代物流股份有限公司
陈德康,浙江莎普爱思药业股份有限公司
兰州兰石换热设备有限责任公司,兰州兰石重型装备股份有限公司
江苏亚邦染料股份有限公司,连云港亚邦龙涛置业有限公司
江苏亚邦染料股份有限公司,连云港亚邦龙涛置业有限公司
杜应流,安徽应流机电股份有限公司
朱朝阳,广西柳州医药股份有限公司
朱朝阳,广西柳州医药股份有限公司
朱朝阳,广西柳州医药股份有限公司
江苏今世缘酒业股份有限公司,江苏聚缘机械设备有限公司
江苏今世缘酒业股份有限公司,江苏聚缘机械设备有限公司
虎林创达投资有限公司,黑龙江珍宝岛药业股份有限公司
诺力股份,张科
韩建集团,北京韩建河山管业股份有限公司
上海龙韵广告传播股份有限公司,庄静娜
王珍海,威龙葡萄酒股份有限公司
湖南老百姓医药投资管理有限公司,老百姓大药房连锁股份有限公司
湖南老百姓医药投资管理有限公司,老百姓大药房连锁股份有限公司
上海吉祥航空股份有限公司,上海吉祥航空香港有限公司
杭州永创智能设备股份有限公司,杭州艾希计算机科技有限公司
罗邦毅,永创智能
罗邦毅,杭州永创智能设备股份有限公司
上海金桥信息股份有限公司,航美传媒集团有限公司
上海金桥信息股份有限公司,航美传媒集团
上海金桥信息股份有限公司,航美传媒集团
内蒙古伊泰煤炭股份有限公司,内蒙古伊泰集团有限公司
新城控股集团股份有限公司,江苏新城地产股份有限公司
黄石东贝电器股份有限公司,黄石东贝制冷有限公司
